"계열","세부 분류","속성·테마","에셋 형식","원본 팩","위치","에셋 이름","분류 근거","확인 사항"
"근접/Slash","피격","암흑","NiagaraSystem","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Niagara/Dark","NS_Hit_Dark","이름: NS_Hit_Dark; 테마 폴더: Dark",""
"근접/Slash","피격","암흑","NiagaraSystem","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Niagara/Dark","NS_Hit_Dark_Once","이름: NS_Hit_Dark_Once; 테마 폴더: Dark",""
"근접/Slash","피격","얼음","NiagaraSystem","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Niagara/Ice","NS_Hit_Ice","이름: NS_Hit_Ice; 테마 폴더: Ice",""
"근접/Slash","피격","얼음","NiagaraSystem","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Niagara/Ice","NS_Hit_Ice_Once","이름: NS_Hit_Ice_Once; 테마 폴더: Ice",""
"근접/Slash","피격","왜곡","NiagaraSystem","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Niagara/Distortion_Only","NS_Hit_Distortion","이름: NS_Hit_Distortion; 테마 폴더: Distortion_Only",""
"근접/Slash","피격","왜곡","NiagaraSystem","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Niagara/Distortion_Only","NS_Hit_Distortion_Once","이름: NS_Hit_Distortion_Once; 테마 폴더: Distortion_Only",""
"근접/Slash","피격","음악","NiagaraSystem","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Niagara/Music","NS_Hit_Music","이름: NS_Hit_Music; 테마 폴더: Music",""
"근접/Slash","피격","음악","NiagaraSystem","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Niagara/Music","NS_Hit_Music_Once","이름: NS_Hit_Music_Once; 테마 폴더: Music",""
"근접/Slash","피격","자연","NiagaraSystem","Hack_And_Slash_FX","/Game/Hack_And_Slash_FX/VFX_Niagara/Impacts","NS_Nature_Slash_Impact","이름: NS_Nature_Slash_Impact",""
"근접/Slash","피격","자연","NiagaraSystem","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Niagara/Nature","NS_Hit_Nature","이름: NS_Hit_Nature; 테마 폴더: Nature",""
"근접/Slash","피격","자연","NiagaraSystem","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Niagara/Nature","NS_Hit_Nature_Once","이름: NS_Hit_Nature_Once; 테마 폴더: Nature",""
"근접/Slash","피격","저주","NiagaraSystem","Hack_And_Slash_FX","/Game/Hack_And_Slash_FX/VFX_Niagara/Impacts","NS_Curse_Slash_Impact","이름: NS_Curse_Slash_Impact",""
"근접/Slash","피격","화염","NiagaraSystem","Hack_And_Slash_FX","/Game/Hack_And_Slash_FX/VFX_Niagara/Impacts","NS_Fire_Slash_Impact","이름: NS_Fire_Slash_Impact",""
"근접/Slash","피격","화염","NiagaraSystem","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Niagara/Fire","NS_Hit_Fire","이름: NS_Hit_Fire; 테마 폴더: Fire",""
"근접/Slash","피격","화염","NiagaraSystem","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Niagara/Fire","NS_Hit_Fire_Once","이름: NS_Hit_Fire_Once; 테마 폴더: Fire",""
"근접/Slash","피격","Prestige","NiagaraSystem","Hack_And_Slash_FX","/Game/Hack_And_Slash_FX/VFX_Niagara/Impacts","NS_Prestige_Slash_Impact","이름: NS_Prestige_Slash_Impact",""
"근접/Slash","피격","SF","NiagaraSystem","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Niagara/Scifi","NS_Hit_Scifi","이름: NS_Hit_Scifi; 테마 폴더: Scifi",""
"근접/Slash","피격","SF","NiagaraSystem","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Niagara/Scifi","NS_Hit_Scifi_Once","이름: NS_Hit_Scifi_Once; 테마 폴더: Scifi",""
"근접/Slash","회전 공격","미지정","ParticleSystem","RPGEffects","/Game/RPGEffects/Particles","P_Warrior_Spin","이름: P_Warrior_Spin",""
"근접/Slash","회전 공격","미지정","NiagaraSystem","RPGEffects","/Game/RPGEffects/ParticlesNiagara/Warrior/Spin","NS_Warrior_Spin","이름: NS_Warrior_Spin",""
"근접/Slash","Slash","미지정","NiagaraSystem","Hack_And_Slash_FX","/Game/Hack_And_Slash_FX/VFX_Niagara/Slashes","NS_Claws","이름: NS_Claws",""
"근접/Slash","Slash","미지정","NiagaraSystem","Knife_light","/Game/Knife_light/VFX","NE_attack01","팩: Knife_light","확인 필요: 번호별 모양·속성; NE 접두지만 NiagaraSystem"
"근접/Slash","Slash","미지정","NiagaraSystem","Knife_light","/Game/Knife_light/VFX","NE_attack02","팩: Knife_light","확인 필요: 번호별 모양·속성; NE 접두지만 NiagaraSystem"
"근접/Slash","Slash","미지정","NiagaraSystem","Knife_light","/Game/Knife_light/VFX","NE_attack03","팩: Knife_light","확인 필요: 번호별 모양·속성; NE 접두지만 NiagaraSystem"
"근접/Slash","Slash","미지정","NiagaraSystem","Knife_light","/Game/Knife_light/VFX","NE_attack04","팩: Knife_light","확인 필요: 번호별 모양·속성; NE 접두지만 NiagaraSystem"
"근접/Slash","Slash","미지정","NiagaraSystem","Knife_light","/Game/Knife_light/VFX","NE_attack05","팩: Knife_light","확인 필요: 번호별 모양·속성; NE 접두지만 NiagaraSystem"
"근접/Slash","Slash","미지정","ParticleSystem","RPGEffects","/Game/RPGEffects/Particles","P_Warrior_Swipe","이름: P_Warrior_Swipe","패키지 파일명: P_Warrior_sWIPE; 표시 이름은 저장된 객체명"
"근접/Slash","Slash","미지정","NiagaraSystem","RPGEffects","/Game/RPGEffects/ParticlesNiagara/Warrior/Swipe","NS_Warrior_Swipe","이름: NS_Warrior_Swipe",""
"근접/Slash","Slash","번개","NiagaraSystem","Hack_And_Slash_FX","/Game/Hack_And_Slash_FX/VFX_Niagara/Slashes","NS_Lightning_Slash","이름: NS_Lightning_Slash",""
"근접/Slash","Slash","벚꽃","NiagaraSystem","Hack_And_Slash_FX","/Game/Hack_And_Slash_FX/VFX_Niagara/Slashes","NS_Sakura_Slash","이름: NS_Sakura_Slash",""
"근접/Slash","Slash","사이버","NiagaraSystem","Hack_And_Slash_FX","/Game/Hack_And_Slash_FX/VFX_Niagara/Slashes","NS_Cyber_Slash","이름: NS_Cyber_Slash",""
"근접/Slash","Slash","신성","NiagaraSystem","Hack_And_Slash_FX","/Game/Hack_And_Slash_FX/VFX_Niagara/Slashes","NS_Holy_Slash","이름: NS_Holy_Slash",""
"근접/Slash","Slash","악마","NiagaraSystem","Hack_And_Slash_FX","/Game/Hack_And_Slash_FX/VFX_Niagara/Slashes","NS_Demon_Slash","이름: NS_Demon_Slash",""
"근접/Slash","Slash","자연","NiagaraSystem","Hack_And_Slash_FX","/Game/Hack_And_Slash_FX/VFX_Niagara/Slashes","NS_Nature_Slash","이름: NS_Nature_Slash",""
"근접/Slash","Slash","저주","NiagaraSystem","Hack_And_Slash_FX","/Game/Hack_And_Slash_FX/VFX_Niagara/Slashes","NS_Curse_Slash","이름: NS_Curse_Slash",""
"근접/Slash","Slash","화염","NiagaraSystem","Hack_And_Slash_FX","/Game/Hack_And_Slash_FX/VFX_Niagara/Slashes","NS_Fire_Slash","이름: NS_Fire_Slash",""
"근접/Slash","Slash","Prestige","NiagaraSystem","Hack_And_Slash_FX","/Game/Hack_And_Slash_FX/VFX_Niagara/Slashes","NS_Prestige_Slash","이름: NS_Prestige_Slash",""
"근접/Slash","Slash 투사체","기본","Blueprint","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Blueprint/Basic","BP_Slash_Projectile_Rotate_Basic","이름: BP_Slash_Projectile_Rotate_Basic; 테마 폴더: Basic","효과 BP; 시스템 본체와 별도 항목"
"근접/Slash","Slash 투사체","기본","Blueprint","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Blueprint/Basic","BP_Slash_Projectile_Start_Basic","이름: BP_Slash_Projectile_Start_Basic; 테마 폴더: Basic","효과 BP; 시스템 본체와 별도 항목"
"근접/Slash","Slash 투사체","라이트세이버","Blueprint","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Blueprint/LightSaber","BP_Slash_Projectile_Rotate_LightSaber","이름: BP_Slash_Projectile_Rotate_LightSaber; 테마 폴더: LightSaber","효과 BP; 시스템 본체와 별도 항목"
"근접/Slash","Slash 투사체","라이트세이버","Blueprint","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Blueprint/LightSaber","BP_Slash_Projectile_Start_LightSaber","이름: BP_Slash_Projectile_Start_LightSaber; 테마 폴더: LightSaber","효과 BP; 시스템 본체와 별도 항목"
"근접/Slash","Slash 투사체","매트릭스","Blueprint","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Blueprint/Matrix","BP_Slash_Projectile_Rotate_Matrix","이름: BP_Slash_Projectile_Rotate_Matrix; 테마 폴더: Matrix","효과 BP; 시스템 본체와 별도 항목"
"근접/Slash","Slash 투사체","매트릭스","Blueprint","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Blueprint/Matrix","BP_Slash_Projectile_Start_Matrix","이름: BP_Slash_Projectile_Start_Matrix; 테마 폴더: Matrix","효과 BP; 시스템 본체와 별도 항목"
"근접/Slash","Slash 투사체","모래","Blueprint","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Blueprint/Sand","BP_Slash_Projectile_Rotate_Sand","이름: BP_Slash_Projectile_Rotate_Sand; 테마 폴더: Sand","효과 BP; 시스템 본체와 별도 항목"
"근접/Slash","Slash 투사체","모래","Blueprint","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Blueprint/Sand","BP_Slash_Projectile_Start_Sand","이름: BP_Slash_Projectile_Start_Sand; 테마 폴더: Sand","효과 BP; 시스템 본체와 별도 항목"
"근접/Slash","Slash 투사체","물","Blueprint","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Blueprint/water","BP_Slash_Projectile_Rotate_Water","이름: BP_Slash_Projectile_Rotate_Water; 테마 폴더: water","효과 BP; 시스템 본체와 별도 항목"
"근접/Slash","Slash 투사체","물","Blueprint","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Blueprint/water","BP_Slash_Projectile_Start_Water","이름: BP_Slash_Projectile_Start_Water; 테마 폴더: water","효과 BP; 시스템 본체와 별도 항목"
"근접/Slash","Slash 투사체","미지정","Blueprint","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Blueprint","BP_Slash_Projectile_Rotate","이름: BP_Slash_Projectile_Rotate; 테마 폴더: Blueprint","효과 BP; 시스템 본체와 별도 항목; 기반 BP; 구체 효과 설정 확인 필요"
"근접/Slash","Slash 투사체","바람","Blueprint","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Blueprint/Wind","BP_Slash_Projectile_Rotate_Wind","이름: BP_Slash_Projectile_Rotate_Wind; 테마 폴더: Wind","효과 BP; 시스템 본체와 별도 항목"
"근접/Slash","Slash 투사체","바람","Blueprint","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Blueprint/Wind","BP_Slash_Projectile_Start_Wind","이름: BP_Slash_Projectile_Start_Wind; 테마 폴더: Wind","효과 BP; 시스템 본체와 별도 항목"
"근접/Slash","Slash 투사체","번개","Blueprint","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Blueprint/Lightning","BP_Slash_Projectile_Rotate_Lightning","이름: BP_Slash_Projectile_Rotate_Lightning; 테마 폴더: Lightning","효과 BP; 시스템 본체와 별도 항목"
"근접/Slash","Slash 투사체","번개","Blueprint","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Blueprint/Lightning","BP_Slash_Projectile_Start_Lightning","이름: BP_Slash_Projectile_Start_Lightning; 테마 폴더: Lightning","효과 BP; 시스템 본체와 별도 항목"
"근접/Slash","Slash 투사체","사이버","Blueprint","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Blueprint/CyberPunk","BP_Slash_Projectile_Rotate_CyberPunk","이름: BP_Slash_Projectile_Rotate_CyberPunk; 테마 폴더: CyberPunk","효과 BP; 시스템 본체와 별도 항목"
"근접/Slash","Slash 투사체","사이버","Blueprint","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Blueprint/CyberPunk","BP_Slash_Projectile_Start_Cyberpunk","이름: BP_Slash_Projectile_Start_Cyberpunk; 테마 폴더: CyberPunk","효과 BP; 시스템 본체와 별도 항목"
"근접/Slash","Slash 투사체","신비","Blueprint","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Blueprint/Mystic","BP_Slash_Projectile_Rotate_Mystic","이름: BP_Slash_Projectile_Rotate_Mystic; 테마 폴더: Mystic","효과 BP; 시스템 본체와 별도 항목"
"근접/Slash","Slash 투사체","신비","Blueprint","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Blueprint/Mystic","BP_Slash_Projectile_Start_Mystic","이름: BP_Slash_Projectile_Start_Mystic; 테마 폴더: Mystic","효과 BP; 시스템 본체와 별도 항목"
"근접/Slash","Slash 투사체","암흑","Blueprint","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Blueprint/Dark","BP_Slash_Projectile_Rotate_Dark","이름: BP_Slash_Projectile_Rotate_Dark; 테마 폴더: Dark","효과 BP; 시스템 본체와 별도 항목"
"근접/Slash","Slash 투사체","암흑","Blueprint","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Blueprint/Dark","BP_Slash_Projectile_Start_Dark","이름: BP_Slash_Projectile_Start_Dark; 테마 폴더: Dark","효과 BP; 시스템 본체와 별도 항목"
"근접/Slash","Slash 투사체","얼음","Blueprint","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Blueprint/Ice","BP_Slash_Projectile_Rotate_Ice","이름: BP_Slash_Projectile_Rotate_Ice; 테마 폴더: Ice","효과 BP; 시스템 본체와 별도 항목"
"근접/Slash","Slash 투사체","얼음","Blueprint","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Blueprint/Ice","BP_Slash_Projectile_Start_Ice","이름: BP_Slash_Projectile_Start_Ice; 테마 폴더: Ice","효과 BP; 시스템 본체와 별도 항목"
"근접/Slash","Slash 투사체","왜곡","Blueprint","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Blueprint/Distortion","BP_Slash_Projectile_Rotate_Distortion","이름: BP_Slash_Projectile_Rotate_Distortion; 테마 폴더: Distortion","효과 BP; 시스템 본체와 별도 항목"
"근접/Slash","Slash 투사체","왜곡","Blueprint","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Blueprint/Distortion","BP_Slash_Projectile_Start_Distortion","이름: BP_Slash_Projectile_Start_Distortion; 테마 폴더: Distortion","효과 BP; 시스템 본체와 별도 항목"
"근접/Slash","Slash 투사체","음악","Blueprint","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Blueprint/Music","BP_Slash_Projectile_Rotate_Music","이름: BP_Slash_Projectile_Rotate_Music; 테마 폴더: Music","효과 BP; 시스템 본체와 별도 항목"
"근접/Slash","Slash 투사체","음악","Blueprint","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Blueprint/Music","BP_Slash_Projectile_Start_Music","이름: BP_Slash_Projectile_Start_Music; 테마 폴더: Music","효과 BP; 시스템 본체와 별도 항목"
"근접/Slash","Slash 투사체","자연","Blueprint","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Blueprint/Nature","BP_Slash_Projectile_Rotate_Nature","이름: BP_Slash_Projectile_Rotate_Nature; 테마 폴더: Nature","효과 BP; 시스템 본체와 별도 항목"
"근접/Slash","Slash 투사체","자연","Blueprint","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Blueprint/Nature","BP_Slash_Projectile_Start_Nature","이름: BP_Slash_Projectile_Start_Nature; 테마 폴더: Nature","효과 BP; 시스템 본체와 별도 항목"
"근접/Slash","Slash 투사체","화염","Blueprint","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Blueprint/fire","BP_Slash_Projectile_Start_Fire","이름: BP_Slash_Projectile_Start_Fire; 테마 폴더: fire","효과 BP; 시스템 본체와 별도 항목"
"근접/Slash","Slash 투사체","SF","Blueprint","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Blueprint/Scifi","BP_Slash_Projectile_Rotate_Scifi","이름: BP_Slash_Projectile_Rotate_Scifi; 테마 폴더: Scifi","효과 BP; 시스템 본체와 별도 항목"
"근접/Slash","Slash 투사체","SF","Blueprint","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Blueprint/Scifi","BP_Slash_Projectile_Start_Scifi","이름: BP_Slash_Projectile_Start_Scifi; 테마 폴더: Scifi","효과 BP; 시스템 본체와 별도 항목"
"근접/Slash","Slash Trail","기본","NiagaraSystem","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Niagara/Basic","NS_SlashTrail_Basic","이름: NS_SlashTrail_Basic; 테마 폴더: Basic",""
"근접/Slash","Slash Trail","기본","NiagaraSystem","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Niagara/Basic","NS_SlashTrail_Basic_Loop","이름: NS_SlashTrail_Basic_Loop; 테마 폴더: Basic",""
"근접/Slash","Slash Trail","라이트세이버","NiagaraSystem","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Niagara/LightSaber","NS_SlashTrail_LightSaber","이름: NS_SlashTrail_LightSaber; 테마 폴더: LightSaber",""
"근접/Slash","Slash Trail","라이트세이버","NiagaraSystem","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Niagara/LightSaber","NS_SlashTrail_LightSaber_Loop","이름: NS_SlashTrail_LightSaber_Loop; 테마 폴더: LightSaber",""
"근접/Slash","Slash Trail","매트릭스","NiagaraSystem","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Niagara/Matrix","NS_SlashTrail_Matrix","이름: NS_SlashTrail_Matrix; 테마 폴더: Matrix",""
"근접/Slash","Slash Trail","매트릭스","NiagaraSystem","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Niagara/Matrix","NS_SlashTrail_Matrix_Loop","이름: NS_SlashTrail_Matrix_Loop; 테마 폴더: Matrix",""
"근접/Slash","Slash Trail","모래","NiagaraSystem","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Niagara/Sand","NS_SlashTrail_Sand_","이름: NS_SlashTrail_Sand_; 테마 폴더: Sand",""
"근접/Slash","Slash Trail","모래","NiagaraSystem","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Niagara/Sand","NS_SlashTrail_Sand_Loop","이름: NS_SlashTrail_Sand_Loop; 테마 폴더: Sand",""
"근접/Slash","Slash Trail","물","NiagaraSystem","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Niagara/Water","NS_SlashTrail_Water","이름: NS_SlashTrail_Water; 테마 폴더: Water",""
"근접/Slash","Slash Trail","물","NiagaraSystem","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Niagara/Water","NS_SlashTrail_Water_Loop","이름: NS_SlashTrail_Water_Loop; 테마 폴더: Water",""
"근접/Slash","Slash Trail","바람","NiagaraSystem","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Niagara/Wind","NS_SlashTrail_Wind","이름: NS_SlashTrail_Wind; 테마 폴더: Wind",""
"근접/Slash","Slash Trail","바람","NiagaraSystem","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Niagara/Wind","NS_SlashTrail_WindNS_SlashTrail_Water_Loop","이름: NS_SlashTrail_WindNS_SlashTrail_Water_Loop; 테마 폴더: Wind","원본 이름에 Wind/Water 혼재; Wind 폴더 기준"
"근접/Slash","Slash Trail","번개","NiagaraSystem","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Niagara/Lightning","NS_SlashTrail_Lightning","이름: NS_SlashTrail_Lightning; 테마 폴더: Lightning",""
"근접/Slash","Slash Trail","번개","NiagaraSystem","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Niagara/Lightning","NS_SlashTrail_Lightning_Loop","이름: NS_SlashTrail_Lightning_Loop; 테마 폴더: Lightning",""
"근접/Slash","Slash Trail","사이버","NiagaraSystem","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Niagara/Cyberpunk","NS_SlashTrail_CyberPunk","이름: NS_SlashTrail_CyberPunk; 테마 폴더: Cyberpunk",""
"근접/Slash","Slash Trail","사이버","NiagaraSystem","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Niagara/Cyberpunk","NS_SlashTrail_CyberPunk_Loop","이름: NS_SlashTrail_CyberPunk_Loop; 테마 폴더: Cyberpunk",""
"근접/Slash","Slash Trail","신비","NiagaraSystem","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Niagara/Mystic","NS_SlashTrail_Mystic","이름: NS_SlashTrail_Mystic; 테마 폴더: Mystic",""
"근접/Slash","Slash Trail","신비","NiagaraSystem","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Niagara/Mystic","NS_SlashTrail_Mystic_Loop","이름: NS_SlashTrail_Mystic_Loop; 테마 폴더: Mystic",""
"근접/Slash","Slash Trail","암흑","NiagaraSystem","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Niagara/Dark","NS_SlashTrail_Dark","이름: NS_SlashTrail_Dark; 테마 폴더: Dark",""
"근접/Slash","Slash Trail","암흑","NiagaraSystem","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Niagara/Dark","NS_SlashTrail_Dark_Loop","이름: NS_SlashTrail_Dark_Loop; 테마 폴더: Dark",""
"근접/Slash","Slash Trail","얼음","NiagaraSystem","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Niagara/Ice","NS_SlashTrail_Ice","이름: NS_SlashTrail_Ice; 테마 폴더: Ice",""
"근접/Slash","Slash Trail","얼음","NiagaraSystem","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Niagara/Ice","NS_SlashTrail_Ice_Loop","이름: NS_SlashTrail_Ice_Loop; 테마 폴더: Ice",""
"근접/Slash","Slash Trail","왜곡","NiagaraSystem","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Niagara/Distortion_Only","NS_SlashTrail_Distortion_Only","이름: NS_SlashTrail_Distortion_Only; 테마 폴더: Distortion_Only",""
"근접/Slash","Slash Trail","왜곡","NiagaraSystem","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Niagara/Distortion_Only","NS_SlashTrail_Distortion_Only_Loop","이름: NS_SlashTrail_Distortion_Only_Loop; 테마 폴더: Distortion_Only",""
"근접/Slash","Slash Trail","음악","NiagaraSystem","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Niagara/Music","NS_SlashTrail_Music","이름: NS_SlashTrail_Music; 테마 폴더: Music",""
"근접/Slash","Slash Trail","음악","NiagaraSystem","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Niagara/Music","NS_SlashTrail_Music_Loop","이름: NS_SlashTrail_Music_Loop; 테마 폴더: Music",""
"근접/Slash","Slash Trail","자연","NiagaraSystem","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Niagara/Nature","NS_SlashTrail_Nature","이름: NS_SlashTrail_Nature; 테마 폴더: Nature",""
"근접/Slash","Slash Trail","자연","NiagaraSystem","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Niagara/Nature","NS_SlashTrail_Nature_Loop","이름: NS_SlashTrail_Nature_Loop; 테마 폴더: Nature",""
"근접/Slash","Slash Trail","화염","NiagaraSystem","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Niagara/Fire","NS_SlashTrail_Fire","이름: NS_SlashTrail_Fire; 테마 폴더: Fire",""
"근접/Slash","Slash Trail","화염","NiagaraSystem","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Niagara/Fire","NS_SlashTrail_Fire_Loop","이름: NS_SlashTrail_Fire_Loop; 테마 폴더: Fire",""
"근접/Slash","Slash Trail","SF","NiagaraSystem","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Niagara/Scifi","NS_SlashTrail_Scifi","이름: NS_SlashTrail_Scifi; 테마 폴더: Scifi",""
"근접/Slash","Slash Trail","SF","NiagaraSystem","SlashTrail_SoftTofu","/Game/SlashTrail_SoftTofu/Niagara/Scifi","NS_SlashTrail_Scifi_Loop","이름: NS_SlashTrail_Scifi_Loop; 테마 폴더: Scifi",""
"근접/Slash","Trail 보조 입자","마법","ParticleSystem","TrailPack","/Game/TrailPack/Particles/Cascade/Magic/Trail_Sparks","P_Magic_SparksSoft","유형 폴더: Magic/Trail_Sparks",""
"근접/Slash","Trail 보조 입자","마법","ParticleSystem","TrailPack","/Game/TrailPack/Particles/Cascade/Magic/Trail_Sparks","P_Magic_SparksStrong","유형 폴더: Magic/Trail_Sparks",""
"근접/Slash","Trail 보조 입자","마법","NiagaraSystem","TrailPack","/Game/TrailPack/Particles/Niagara/Magic/Spark","NS_Magic_SparksSoft","유형 폴더: Magic/Spark",""
"근접/Slash","Trail 보조 입자","마법","NiagaraSystem","TrailPack","/Game/TrailPack/Particles/Niagara/Magic/Spark","NS_Magic_SparksStrong","유형 폴더: Magic/Spark",""
"근접/Slash","Trail 보조 입자","부식","ParticleSystem","TrailPack","/Game/TrailPack/Particles/Cascade/Corrosion/SwordTrail","P_Corrosion_Smoke","유형 폴더: Corrosion/SwordTrail","연기 보조 효과; 실제 형태 확인 필요"
"근접/Slash","Trail 보조 입자","부식","NiagaraSystem","TrailPack","/Game/TrailPack/Particles/Niagara/Corrosion/Spark","NS_Corrosion_Smoke","유형 폴더: Corrosion/Spark","연기 보조 효과; 실제 형태 확인 필요"
"근접/Slash","Trail 보조 입자","불사조","ParticleSystem","TrailPack","/Game/TrailPack/Particles/Cascade/Phoenix/Spark","P_PhoenixSparks","유형 폴더: Phoenix/Spark",""
"근접/Slash","Trail 보조 입자","불사조","NiagaraSystem","TrailPack","/Game/TrailPack/Particles/Niagara/Phoenix/Spark","NS_PhoenixSparks","유형 폴더: Phoenix/Spark",""
"근접/Slash","Trail 보조 입자","속도","ParticleSystem","TrailPack","/Game/TrailPack/Particles/Cascade/Speed/Trail_Sparks","P_SpeedDust","유형 폴더: Speed/Trail_Sparks",""
"근접/Slash","Trail 보조 입자","속도","NiagaraSystem","TrailPack","/Game/TrailPack/Particles/Niagara/Speed/Spark","NS_SpeedSpark","유형 폴더: Speed/Spark",""
"근접/Slash","Trail 보조 입자","암흑","ParticleSystem","TrailPack","/Game/TrailPack/Particles/Cascade/Dark/Trail_Sparks","P_DarkSpark_Up","유형 폴더: Dark/Trail_Sparks",""
"근접/Slash","Trail 보조 입자","암흑","ParticleSystem","TrailPack","/Game/TrailPack/Particles/Cascade/Dark/Trail_Sparks","P_DarkSparkSide","유형 폴더: Dark/Trail_Sparks",""
"근접/Slash","Trail 보조 입자","암흑","NiagaraSystem","TrailPack","/Game/TrailPack/Particles/Niagara/Dark/Spark","NS_DarkSpark_Up","유형 폴더: Dark/Spark",""
"근접/Slash","Trail 보조 입자","영혼","ParticleSystem","TrailPack","/Game/TrailPack/Particles/Cascade/Soul/Trail_Sparks","P_SoulSparkHand","유형 폴더: Soul/Trail_Sparks",""
"근접/Slash","Trail 보조 입자","영혼","ParticleSystem","TrailPack","/Game/TrailPack/Particles/Cascade/Soul/Trail_Sparks","P_SoulSparkSword","유형 폴더: Soul/Trail_Sparks",""
